ind,CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK
1973,15066.0,31,2,279,760.59,380.295,42,0.4230769230769231,0,13,1
1974,15067.0,78,3,954,1744.76,581.5866666666667,82,2.5185185185185186,3,13,1
1975,15068.0,46,2,364,553.36,276.68,96,2.0388349514563107,0,14,1
1976,15069.0,179,1,520,1109.53,1109.53,70,0.0,0,14,1
1977,15071.0,93,2,269,982.07,491.035,25,7.28,2,11,1
1978,15073.0,9,4,277,612.43,153.1075,31,2.36,0,12,1
1979,15074.0,105,1,431,735.67,735.67,41,0.0,4,14,1
1980,15075.0,77,1,447,773.03,773.03,27,0.0,4,12,1
1981,15076.0,172,1,571,880.85,880.85,49,0.0,0,8,1
1982,15078.0,7,38,5069,9623.35,253.24605263157895,98,0.8022222222222222,4,13,1
1983,15079.0,212,5,388,893.66,178.732,47,3.25531914893617,4,13,1
1984,15081.0,22,6,188,487.35,81.22500000000001,26,10.147058823529411,2,13,1
1985,15083.0,256,1,38,88.2,88.2,5,0.0,0,12,1
1986,15087.0,281,1,470,306.94,306.94,15,0.0,3,10,1
1987,15088.0,21,3,457,1140.27,380.09,53,0.7796610169491526,0,14,1
1988,15089.0,10,6,1359,2420.84,403.47333333333336,139,0.8194444444444444,2,14,1
1989,15090.0,308,1,208,381.32,381.32,23,0.0,4,14,1
1990,15091.0,53,2,343,476.96,238.48,30,0.4666666666666667,0,12,1
1991,15092.0,215,2,135,457.81,228.905,23,2.72,1,12,1
1992,15093.0,18,9,3733,4410.14,490.0155555555556,52,3.189189189189189,4,13,1
1993,15095.0,103,5,1077,1364.7,272.94,30,2.0833333333333335,4,14,1
1994,15096.0,42,1,120,219.39000000000001,219.39000000000001,11,0.0,4,10,1
1995,15097.0,4,1,170,248.08,248.08,25,0.0,0,14,1
1996,15098.0,182,4,61,39619.5,9904.875,1,0.0,4,15,1
1997,15099.0,84,1,343,410.48,410.48,23,0.0,4,13,1
1998,15100.0,330,6,58,635.1,105.85000000000001,1,8.6,2,9,1
1999,15101.0,8,3,239,310.03,103.34333333333332,8,43.875,3,10,1
2000,15103.0,31,2,329,703.36,351.68,35,1.6176470588235294,1,14,1
2001,15104.0,166,3,633,968.64,322.88,66,1.7058823529411764,4,12,1
2002,15105.0,18,7,1211,2298.93,328.4185714285714,90,1.16,0,11,1
2003,15106.0,17,7,1144,1407.73,201.1042857142857,90,2.495049504950495,3,8,1
2004,15107.0,311,8,162,260.0,32.5,12,3.588235294117647,1,15,1
2005,15108.0,141,4,488,1150.75,287.6875,49,1.5087719298245614,3,10,0
2006,15109.0,240,2,127,463.75,231.875,28,0.16666666666666666,4,9,1
2007,15110.0,23,7,241,973.2,139.02857142857144,17,7.7631578947368425,2,9,1
2008,15111.0,29,3,710,1567.48,522.4933333333333,70,4.132530120481928,1,8,1
2009,15113.0,9,4,2319,3339.12,834.78,76,0.46875,6,15,1
2010,15114.0,30,10,3096,2760.56,276.056,136,1.3826530612244898,2,15,1
2011,15115.0,18,1,157,340.11,340.11,21,0.0,0,14,1
2012,15116.0,17,4,648,1352.75,338.1875,37,4.25,3,12,1
2013,15117.0,14,6,1947,1550.13,258.355,63,2.5443037974683542,3,15,1
2014,15119.0,245,1,88,266.4,266.4,14,0.0,4,9,1
2015,15120.0,129,2,292,343.82,171.91,21,0.19047619047619047,4,9,1
2016,15121.0,50,2,199,457.72,228.86,28,8.814814814814815,3,12,1
2017,15122.0,85,6,788,1612.13,268.68833333333333,65,2.4651162790697674,2,16,1
2018,15123.0,7,2,1195,2199.31,1099.655,93,1.8952380952380952,1,13,1
2019,15124.0,22,2,233,184.19,92.095,14,12.071428571428571,2,9,1
2020,15125.0,25,23,5991,11117.05,483.34999999999997,102,1.7625899280575539,0,9,1
2021,15127.0,65,1,251,406.53,406.53,16,0.0,2,10,1
2022,15128.0,60,7,1327,1423.25,203.32142857142858,75,1.4587155963302751,4,12,1
2023,15129.0,50,11,1794,3447.4,313.40000000000003,54,2.9036144578313254,1,13,1
2024,15130.0,169,1,197,330.11,330.11,22,0.0,3,10,1
2025,15132.0,18,5,679,977.9300000000001,195.586,49,4.784313725490196,4,11,1
2026,15133.0,127,3,680,982.42,327.4733333333333,27,6.214285714285714,3,10,1
2027,15134.0,14,8,887,1387.99,173.49875,44,3.138888888888889,2,12,1
2028,15135.0,233,2,41,127.15,63.575,9,0.6666666666666666,3,19,1
2029,15136.0,2,5,775,1282.45,256.49,61,1.3823529411764706,6,16,1
2030,15139.0,239,2,208,178.96,89.48,13,8.083333333333334,4,12,1
2031,15140.0,52,8,1567,2350.0,293.75,74,2.65,1,14,1
2032,15142.0,46,1,365,498.74,498.74,26,0.0,0,12,1
2033,15143.0,225,1,150,259.45,259.45,14,0.0,3,12,1
2034,15144.0,8,18,3026,6530.04,362.78,132,1.400921658986175,3,15,1
2035,15145.0,4,4,756,1194.73,298.6825,54,3.696969696969697,1,15,1
2036,15146.0,164,3,1459,1313.66,437.8866666666667,90,1.351063829787234,0,13,1
2037,15147.0,218,2,363,608.65,304.325,28,0.7857142857142857,2,15,1
2038,15148.0,10,1,187,301.29,301.29,20,0.0,1,8,1
2039,15149.0,133,1,128,520.8000000000001,520.8000000000001,23,0.0,4,10,1
2040,15150.0,17,11,3617,5280.83,480.07545454545453,282,0.7390029325513197,0,15,1
2041,15152.0,9,16,2694,4684.24,292.765,196,0.6425992779783394,6,15,1
2042,15153.0,31,1,198,329.25,329.25,22,0.0,1,17,1
2043,15154.0,74,2,85,224.73,112.365,66,0.013513513513513514,6,16,1
2044,15156.0,1,3,597,961.49,320.49666666666667,51,0.5925925925925926,0,9,1
2045,15157.0,3,5,2243,1879.84,375.96799999999996,125,2.7099236641221376,3,13,1
2046,15158.0,45,1,198,401.40000000000003,401.40000000000003,7,0.0,1,13,1
2047,15159.0,1,34,11394,18573.68,546.2847058823529,363,0.5006954102920723,0,14,1
2048,15160.0,357,1,84,158.16,158.16,4,0.0,4,14,1
2049,15163.0,18,2,186,304.47,152.235,29,6.214285714285714,0,13,1
2050,15164.0,68,3,351,824.58,274.86,79,2.71,6,12,1
2051,15165.0,373,1,160,487.75,487.75,27,0.0,2,14,1
2052,15167.0,320,1,65,158.8,158.8,39,0.0,6,12,1
2053,15168.0,25,1,52,106.56,106.56,5,0.0,0,11,1
2054,15171.0,324,2,190,1034.5,517.25,5,1.1666666666666667,2,15,1
2055,15172.0,8,5,1610,1609.05,321.81,105,2.111111111111111,4,11,1
2056,15174.0,322,1,145,135.75,135.75,11,0.0,4,9,1
2057,15175.0,71,1,454,224.14,224.14,23,0.0,3,11,1
2058,15178.0,260,1,30,40.5,40.5,3,0.0,3,15,1
2059,15179.0,18,7,1907,2186.2,312.3142857142857,91,3.6808510638297873,0,12,1
2060,15180.0,367,1,36,87.5,87.5,6,0.0,1,14,1
2061,15181.0,66,4,543,684.53,171.1325,12,18.6875,1,13,1
2062,15182.0,154,2,253,622.85,311.425,24,4.071428571428571,2,12,1
2063,15184.0,29,2,199,402.2,201.1,59,2.639344262295082,3,13,1
2064,15185.0,70,1,666,310.62,310.62,21,0.0,4,14,1
2065,15186.0,14,2,215,411.41,205.705,17,8.555555555555555,4,14,1
2066,15187.0,1,17,1868,4655.08,273.82823529411763,60,2.318681318681319,3,15,1
2067,15189.0,1,53,6035,15802.14,298.15358490566035,80,1.432900432900433,3,12,1
2068,15192.0,119,3,918,1044.32,348.1066666666666,36,4.92,2,15,1
2069,15193.0,60,1,144,499.32,499.32,19,0.0,0,8,1
2070,15194.0,3,22,5648,7521.17,341.87136363636364,209,1.123076923076923,1,10,1
2071,15197.0,8,5,453,656.44,131.288,30,10.0,1,10,1
2072,15198.0,92,2,120,193.64,96.82,10,3.5555555555555554,3,14,1
2073,15199.0,59,4,396,1268.7,317.175,5,20.75,1,10,1
2074,15201.0,78,11,962,927.84,84.34909090909092,38,1.7604166666666667,3,14,1
2075,15203.0,25,6,1753,1827.8,304.6333333333333,82,2.028368794326241,2,15,1
2076,15204.0,357,1,258,316.58,316.58,9,0.0,4,13,1
2077,15205.0,85,2,378,653.24,326.62,37,1.1666666666666667,3,16,1
2078,15206.0,10,4,162,420.29999999999995,105.07499999999999,3,33.125,1,11,1
2079,15208.0,1,6,314,867.62,144.60333333333332,25,8.380952380952381,2,14,1
2080,15210.0,225,1,228,331.18,331.18,20,0.0,3,16,1
2081,15211.0,60,2,240,894.4100000000001,447.20500000000004,52,5.980392156862745,0,13,1
2082,15212.0,239,2,33,88.94999999999999,44.474999999999994,5,0.3333333333333333,1,13,1
2083,15213.0,318,3,270,325.05,108.35000000000001,22,0.4583333333333333,4,11,1
2084,15214.0,1,8,1254,1661.44,207.68,109,2.2110091743119265,0,9,1
2085,15215.0,44,6,211,615.99,102.665,35,6.5,0,12,1
2086,15216.0,87,1,28,96.6,96.6,2,0.0,1,11,1
2087,15218.0,10,11,3329,5756.89,523.3536363636364,77,1.8666666666666667,0,11,1
2088,15219.0,176,1,45,305.75,305.75,9,0.0,3,16,1
2089,15220.0,51,7,1377,1758.92,251.27428571428572,110,1.9406779661016949,4,12,1
2090,15221.0,366,2,25,114.1,57.05,9,0.3,6,12,1
2091,15222.0,318,1,440,585.0,585.0,5,0.0,1,8,1
2092,15223.0,225,3,98,454.90000000000003,151.63333333333335,14,0.7741935483870968,0,12,1
2093,15224.0,358,3,150,310.48,103.49333333333334,13,0.26666666666666666,3,15,1
2094,15225.0,234,1,226,409.40000000000003,409.40000000000003,23,0.0,1,14,1
2095,15226.0,310,1,71,154.41,154.41,8,0.0,2,11,1
2096,15227.0,36,5,750,1219.4,243.88000000000002,43,4.9298245614035086,2,15,1
2097,15228.0,66,5,2252,3376.96,675.392,110,1.824,1,12,1
2098,15230.0,239,2,351,429.6,214.8,23,0.045454545454545456,2,11,1
2099,15232.0,113,2,686,612.06,306.03,26,0.9,4,12,1
2100,15234.0,276,1,196,197.0,197.0,14,0.0,1,8,1
2101,15235.0,217,12,1324,2247.51,187.29250000000002,132,1.0985915492957747,3,9,1
2102,15236.0,298,1,269,321.05,321.05,15,0.0,0,10,1
2103,15237.0,1,4,1071,1412.32,353.08,94,2.306122448979592,1,15,1
2104,15238.0,29,5,689,1056.54,211.308,49,3.0392156862745097,0,15,1
2105,15239.0,10,3,591,764.34,254.78,48,1.3333333333333333,3,9,1
2106,15240.0,44,7,1361,1685.57,240.79571428571427,61,3.9878048780487805,2,9,1
2107,15241.0,66,9,1814,1723.59,191.51,81,1.9908256880733946,1,15,1
2108,15243.0,74,1,185,316.68,316.68,22,0.0,0,14,1
2109,15244.0,65,2,405,631.57,315.785,31,5.545454545454546,2,13,1
2110,15245.0,134,3,1784,2515.84,838.6133333333333,55,1.4431818181818181,2,13,1
2111,15246.0,238,2,247,514.15,257.075,32,3.75,4,14,1
2112,15247.0,122,1,160,356.0,356.0,6,0.0,1,12,1
2113,15249.0,31,15,3557,6657.36,443.82399999999996,211,0.6302521008403361,2,11,1
2114,15251.0,9,15,6084,10327.11,688.474,97,1.9333333333333333,1,10,1
2115,15252.0,36,2,522,740.78,370.39,44,3.4186046511627906,3,13,1
2116,15253.0,16,6,864,915.3,152.54999999999998,52,2.8333333333333335,0,12,1
2117,15254.0,127,1,275,300.36,300.36,18,0.0,3,15,1
2118,15255.0,66,1,489,890.85,890.85,47,0.0,1,12,1
2119,15256.0,148,1,55,98.45,98.45,6,0.0,3,11,1
2120,15257.0,281,2,45,232.14999999999998,116.07499999999999,7,0.2857142857142857,1,12,1
2121,15258.0,168,2,142,623.16,311.58,32,1.4848484848484849,4,12,1
2122,15260.0,100,8,861,1780.77,222.59625,62,3.5324675324675323,2,13,1
2123,15261.0,135,1,270,254.82,254.82,19,0.0,2,15,1
2124,15262.0,323,1,73,178.95000000000002,178.95000000000002,10,0.0,3,12,1
2125,15263.0,106,1,89,156.51,156.51,12,0.0,3,10,1
2126,15264.0,64,1,265,393.74,393.74,23,0.0,3,13,1
2127,15265.0,151,2,612,1506.1200000000001,753.0600000000001,76,1.037037037037037,0,12,1
2128,15266.0,338,1,18,119.3,119.3,6,0.0,2,13,1
2129,15267.0,22,5,944,1717.36,343.472,8,16.0,4,10,1
2130,15269.0,23,1,26,408.8,408.8,2,0.0,2,9,1
2131,15270.0,15,9,1459,2298.2,255.35555555555553,22,6.276595744680851,2,9,1
2132,15271.0,7,16,1246,2472.09,154.505625,184,1.356060606060606,0,13,1
2133,15272.0,57,2,310,721.94,360.97,63,0.46774193548387094,3,12,1
2134,15274.0,4,2,619,716.57,358.285,44,0.30434782608695654,0,14,1
2135,15275.0,31,2,497,609.19,304.595,41,0.14634146341463414,2,11,1
2136,15276.0,66,1,61,128.63,128.63,49,0.0,1,16,1
2137,15277.0,46,1,205,255.89999999999998,255.89999999999998,12,0.0,0,10,1
2138,15279.0,354,2,185,277.40999999999997,138.70499999999998,21,0.55,0,10,1
2139,15280.0,172,1,154,113.12,113.12,16,0.0,0,17,1
2140,15281.0,58,12,1193,2239.9500000000003,186.66250000000002,122,1.8456375838926173,0,15,1
2141,15286.0,49,1,55,240.55,240.55,3,0.0,4,11,1
2142,15287.0,22,3,432,485.24,161.74666666666667,17,2.4,4,12,1
2143,15288.0,43,5,775,2306.52,461.304,80,3.7011494252873565,3,14,1
2144,15289.0,29,4,996,935.1,233.775,43,3.793103448275862,0,11,1
2145,15290.0,4,21,4430,7788.7699999999995,370.8938095238095,92,1.6904761904761905,4,14,1
2146,15291.0,25,19,2073,4551.51,239.55315789473684,62,3.2523364485981308,2,16,1
2147,15292.0,201,1,55,178.39,178.39,24,0.0,6,15,1
2148,15296.0,44,10,1757,3610.31,361.031,137,1.4170854271356783,0,11,1
2149,15297.0,10,4,290,635.04,158.76,30,1.325,1,16,1
2150,15298.0,2,14,2752,3774.1,269.5785714285714,115,1.8860103626943006,2,8,1
2151,15299.0,67,7,2942,3901.0,557.2857142857143,7,43.57142857142857,3,16,1
2152,15300.0,64,1,292,496.44,496.44,28,0.0,3,17,1
2153,15301.0,50,14,2744,5007.72,357.69428571428574,167,1.2979591836734694,3,9,1
2154,15303.0,290,1,248,574.02,574.02,31,0.0,1,13,1
2155,15304.0,60,10,100,680.3,68.03,8,12.32,0,8,1
2156,15306.0,64,3,810,1174.35,391.45,57,1.4736842105263157,3,12,1
2157,15307.0,95,1,37,205.3,205.3,12,0.0,0,11,1
2158,15308.0,270,2,173,302.27,151.135,19,0.2,3,13,1
2159,15311.0,0,118,37673,59284.19,502.4083898305085,571,0.1505853855470327,1,13,1
2160,15312.0,75,5,513,921.1,184.22,42,5.9361702127659575,6,12,1
2161,15314.0,199,1,313,327.97,327.97,24,0.0,1,14,1
2162,15315.0,64,3,838,551.54,183.84666666666666,35,1.4054054054054055,3,12,1
2163,15318.0,3,1,642,312.62,312.62,33,0.0,1,11,1
2164,15319.0,283,1,175,204.5,204.5,16,0.0,1,12,1
2165,15320.0,44,1,326,267.13,267.13,36,0.0,2,13,1
2166,15321.0,49,4,1164,2663.48,665.87,83,2.326923076923077,4,9,1
2167,15322.0,64,2,365,602.97,301.485,42,0.4375,3,9,1
2168,15325.0,103,1,231,161.74,161.74,47,0.0,6,11,1
2169,15326.0,333,1,386,311.71,311.71,29,0.0,0,11,1
2170,15327.0,52,1,116,208.75,208.75,10,0.0,1,11,1
2171,15329.0,35,5,480,1007.5,201.5,51,5.5,3,15,1
2172,15330.0,32,2,1312,714.96,357.48,10,2.3333333333333335,0,12,1
2173,15332.0,366,4,652,1661.06,415.265,29,0.08823529411764706,6,12,0
2174,15333.0,208,1,344,1028.56,1028.56,16,0.0,6,13,1
2175,15334.0,156,3,272,347.87,115.95666666666666,66,0.17708333333333334,2,11,1
2176,15335.0,53,1,79,170.22,170.22,34,0.0,0,12,1
2177,15339.0,66,3,414,557.57,185.85666666666668,79,2.896551724137931,1,12,1
2178,15341.0,80,1,812,2020.52,2020.52,17,0.0,1,9,1
2179,15342.0,116,2,276,391.76,195.88,24,0.52,1,10,1
2180,15343.0,87,1,84,364.5,364.5,21,0.0,1,13,1
2181,15344.0,0,5,106,476.58,95.316,21,2.3870967741935485,0,14,1
2182,15345.0,35,2,78,367.69,183.845,20,0.45454545454545453,1,11,1
2183,15346.0,332,1,144,252.42000000000002,252.42000000000002,17,0.0,1,11,1
2184,15347.0,366,1,130,201.60000000000002,201.60000000000002,5,0.0,2,15,1
2185,15348.0,72,1,84,158.04,158.04,9,0.0,2,13,1
2186,15349.0,158,2,321,463.90999999999997,231.95499999999998,65,0.4142857142857143,6,15,1
2187,15350.0,373,1,51,115.65,115.65,5,0.0,2,13,1
2188,15351.0,12,10,721,1836.69,183.669,160,1.579646017699115,6,12,1
2189,15353.0,254,2,341,770.12,385.06,59,1.8833333333333333,2,12,1
2190,15355.0,29,2,45,277.05,138.525,9,1.8461538461538463,0,15,1
2191,15356.0,31,10,1643,2718.03,271.803,215,0.6767068273092369,4,13,1
2192,15358.0,4,29,6928,8235.65,283.98793103448276,292,0.6457960644007156,0,9,1
2193,15360.0,39,1,223,427.93,427.93,13,0.0,0,9,1
2194,15361.0,361,1,336,418.92,418.92,7,0.0,0,9,1
2195,15363.0,241,2,143,318.05,159.025,16,8.1875,3,12,1
2196,15364.0,95,2,493,913.19,456.595,29,5.678571428571429,0,9,1
2197,15365.0,25,8,759,1549.17,193.64625,65,1.9463087248322148,0,10,1
2198,15366.0,75,2,621,602.51,301.255,37,6.5813953488372094,6,15,1
2199,15367.0,57,5,1055,1867.69,373.538,92,2.294736842105263,2,13,1
2200,15368.0,21,1,230,446.94000000000005,446.94000000000005,4,0.0,4,14,1
2201,15370.0,40,8,828,2360.55,295.06875,65,3.106382978723404,3,14,1
2202,15372.0,137,1,2924,2007.3999999999999,2007.3999999999999,27,0.0,0,16,1
2203,15373.0,8,12,475,2192.11,182.67583333333334,73,2.688888888888889,2,14,1
2204,15374.0,128,1,126,168.0,168.0,3,0.0,2,9,1
2205,15376.0,40,3,615,1221.56,407.18666666666667,100,1.5826086956521739,6,13,1
2206,15379.0,169,8,2293,3631.8900000000003,453.98625000000004,145,0.9692307692307692,3,13,1
2207,15380.0,8,6,374,1682.3600000000001,280.3933333333334,22,9.916666666666666,3,16,1
2208,15381.0,213,2,171,596.85,298.425,8,7.857142857142857,2,13,1
2209,15382.0,14,8,4003,5927.86,740.9825,193,0.921311475409836,4,9,1
2210,15384.0,169,3,593,635.76,211.92,35,4.833333333333333,3,10,1
2211,15385.0,40,1,161,316.88,316.88,12,0.0,6,15,1
2212,15386.0,186,1,446,394.14,394.14,31,0.0,0,13,1
2213,15388.0,270,1,88,140.54,140.54,10,0.0,0,13,0
2214,15392.0,4,5,1265,1515.73,303.146,74,4.238095238095238,0,10,1
2215,15393.0,16,2,150,231.86,115.93,10,24.09090909090909,3,16,1
2216,15394.0,9,4,910,2183.54,545.885,54,4.154761904761905,3,14,1
2217,15395.0,325,1,17,107.45,107.45,7,0.0,1,12,1
2218,15396.0,112,1,122,288.18,288.18,14,0.0,4,10,1
2219,15397.0,289,1,20,94.0,94.0,6,0.0,2,9,1
2220,15398.0,16,3,767,1339.63,446.54333333333335,60,0.8493150684931506,2,16,1
2221,15399.0,1,3,611,815.77,271.92333333333335,45,1.5918367346938775,3,15,1
2222,15400.0,92,6,360,666.7,111.11666666666667,10,15.5,2,11,1
2223,15402.0,148,2,693,626.35,313.175,34,1.2,4,13,1
2224,15405.0,189,1,193,349.1,349.1,8,0.0,4,14,1
2225,15406.0,18,4,236,426.61,106.6525,51,4.964912280701754,4,16,1
2226,15407.0,33,4,552,1046.74,261.685,142,1.8503401360544218,6,11,1
2227,15408.0,264,1,106,267.18,267.18,34,0.0,6,15,1
2228,15410.0,84,8,1200,3450.84,431.355,48,1.462809917355372,4,14,1
2229,15411.0,26,5,527,1336.43,267.286,86,1.5918367346938775,6,15,1
2230,15412.0,171,1,108,190.53,190.53,10,0.0,1,15,1
2231,15414.0,9,3,442,759.9000000000001,253.30000000000004,36,6.297297297297297,2,9,1
2232,15415.0,313,1,551,559.61,559.61,46,0.0,6,14,1
2233,15416.0,64,5,2089,3974.37,794.874,165,1.1354166666666667,3,8,1
2234,15417.0,85,1,284,508.8,508.8,28,0.0,3,15,1
2235,15419.0,24,1,230,135.86,135.86,8,0.0,1,9,1
2236,15421.0,58,4,500,950.36,237.59,40,4.846153846153846,2,14,1
2237,15422.0,323,2,38,97.7,48.85,6,0.0,3,14,1
2238,15423.0,38,1,101,43.5,43.5,2,0.0,1,14,1
2239,15424.0,254,2,554,383.34,191.67,17,0.0,2,13,1
2240,15426.0,19,7,645,1386.58,198.08285714285714,222,1.2411347517730495,6,13,1
2241,15427.0,33,3,967,1430.54,476.84666666666664,233,0.048109965635738834,6,14,1
2242,15428.0,15,1,102,93.78,93.78,6,0.0,3,16,1
2243,15429.0,26,3,369,364.90000000000003,121.63333333333334,77,0.5975609756097561,6,13,1
2244,15432.0,23,1,65,171.19,171.19,10,0.0,2,16,1
2245,15433.0,79,3,399,417.87,139.29,40,3.6153846153846154,3,14,1
2246,15434.0,8,6,638,997.48,166.24666666666667,40,3.310344827586207,2,16,1
2247,15435.0,22,1,54,149.29,149.29,29,0.0,3,16,1
2248,15436.0,12,3,574,1067.75,355.9166666666667,243,0.7655172413793103,6,16,1
2249,15437.0,262,1,79,200.16,200.16,44,0.0,1,13,1
2250,15438.0,131,1,59,156.57999999999998,156.57999999999998,25,0.0,6,14,1
2251,15440.0,54,3,197,383.68,127.89333333333333,50,2.5245901639344264,6,12,1
2252,15442.0,248,1,120,594.0,594.0,2,0.0,1,12,1
2253,15443.0,1,8,1636,3188.84,398.605,237,0.8529411764705882,6,12,1
2254,15444.0,9,2,759,1411.21,705.605,191,0.14553990610328638,2,17,1
2255,15445.0,264,1,58,113.5,113.5,5,0.0,6,15,1
2256,15447.0,330,1,85,155.17,155.17,9,0.0,3,11,1
2257,15448.0,312,1,232,494.64,494.64,28,0.0,0,10,1
2258,15449.0,26,5,810,971.22,194.244,47,3.8524590163934427,2,10,1
2259,15450.0,30,1,376,429.84,429.84,30,0.0,2,17,1
2260,15452.0,29,3,280,528.48,176.16,47,4.2727272727272725,6,15,1
2261,15453.0,1,7,837,1371.77,195.96714285714285,169,0.6690647482014388,3,12,1
2262,15454.0,362,1,86,179.1,179.1,23,0.0,6,14,1
2263,15456.0,283,3,633,434.59000000000003,144.86333333333334,48,1.3333333333333333,1,13,1
2264,15457.0,262,1,132,237.07,237.07,56,0.0,1,15,1
2265,15458.0,25,1,156,161.64,161.64,7,0.0,0,13,1
2266,15460.0,354,1,107,214.26,214.26,53,0.0,0,16,1
2267,15462.0,94,3,172,234.6,78.2,9,9.3,1,15,1
2268,15463.0,29,1,106,126.14,126.14,7,0.0,3,12,1
2269,15464.0,338,1,348,1044.65,1044.65,155,0.0,2,15,1
2270,15465.0,19,24,1217,6945.0199999999995,289.37583333333333,43,3.3980582524271843,6,10,1
2271,15466.0,85,1,246,334.53,334.53,56,0.0,3,14,1
2272,15467.0,9,4,306,511.88,127.97,41,2.75,6,14,1
2273,15468.0,35,5,150,438.46,87.692,25,11.607142857142858,2,13,1
2274,15469.0,43,4,150,504.5,126.125,24,2.9615384615384617,3,16,1
2275,15471.0,2,1,256,454.48,454.48,67,0.0,2,14,1
2276,15472.0,113,1,251,371.56,371.56,76,0.0,3,15,1
2277,15473.0,14,10,552,1465.2,146.52,4,3.5384615384615383,2,14,1
2278,15475.0,77,1,319,454.10999999999996,454.10999999999996,29,0.0,4,15,1
2279,15478.0,40,2,575,1399.92,699.96,34,0.37209302325581395,4,11,1
2280,15480.0,116,1,303,905.5,905.5,45,0.0,0,14,0
2281,15482.0,15,15,2981,6353.52,423.56800000000004,45,2.7661290322580645,3,10,1
2282,15483.0,161,4,291,225.26,56.315,74,1.2650602409638554,4,12,1
2283,15484.0,1,5,3134,3559.21,711.842,135,0.4117647058823529,3,13,1
2284,15485.0,30,3,1281,2564.5,854.8333333333334,59,4.083333333333333,2,14,1
2285,15489.0,22,4,593,1090.03,272.5075,47,3.5,3,12,1
2286,15491.0,95,7,1623,3075.85,439.40714285714284,107,0.9150326797385621,0,10,1
2287,15492.0,28,2,483,659.4599999999999,329.72999999999996,32,1.3529411764705883,0,14,1
2288,15493.0,32,7,546,1918.86,274.12285714285713,177,0.8206896551724138,0,11,1
2289,15494.0,21,2,1139,1280.58,640.29,120,0.8264462809917356,2,15,1
2290,15497.0,17,3,622,1259.7,419.90000000000003,13,20.133333333333333,0,10,1
2291,15498.0,2,30,6090,13252.55,441.75166666666667,360,0.7054263565891473,3,10,1
2292,15500.0,8,4,572,1131.56,282.89,64,1.0895522388059702,0,13,1
2293,15502.0,15,19,3825,5548.58,292.0305263157895,163,1.462809917355372,0,11,1
2294,15503.0,362,1,70,141.04,141.04,66,0.0,6,10,1
2295,15504.0,81,1,33,52.83,52.83,13,0.0,0,13,1
2296,15505.0,52,7,2348,3497.14,499.59142857142854,90,1.0510204081632653,4,7,1
2297,15506.0,22,3,842,972.08,324.0266666666667,121,0.725,3,12,1
2298,15507.0,171,1,160,475.86,475.86,41,0.0,1,11,1
2299,15508.0,189,6,440,1000.27,166.71166666666667,78,0.5054945054945055,4,15,1
2300,15511.0,11,5,269,900.53,180.106,117,0.4713375796178344,3,15,1
2301,15512.0,155,2,68,121.0,60.5,7,34.0,2,12,1
2302,15513.0,31,22,5545,14520.08,660.0036363636364,183,1.0926517571884984,3,12,1
2303,15514.0,12,13,1761,2907.45,223.64999999999998,96,1.7959183673469388,4,12,1
2304,15516.0,44,3,27,62.43,20.81,15,0.14285714285714285,0,11,1
2305,15517.0,233,1,293,267.03,267.03,27,0.0,2,14,1
2306,15518.0,64,12,1253,1897.75,158.14583333333334,135,1.2523364485981308,6,12,1
2307,15520.0,1,1,314,343.5,343.5,18,0.0,3,10,1
2308,15521.0,36,12,1675,2699.65,224.97083333333333,116,1.101010101010101,2,12,1
2309,15522.0,32,2,572,397.99,198.995,47,1.0,1,12,1
2310,15523.0,84,1,132,412.01000000000005,412.01000000000005,10,0.0,4,16,1
2311,15525.0,2,4,383,716.97,179.2425,132,2.378205128205128,2,14,1
2312,15526.0,33,2,24,148.44,74.22,4,0.0,6,15,1
2313,15527.0,18,9,988,2411.68,267.96444444444444,127,2.061349693251534,0,12,1
2314,15528.0,254,1,123,229.33,229.33,26,0.0,2,16,1
2315,15529.0,22,12,3447,3932.6,327.71666666666664,414,0.5196374622356495,1,11,1
2316,15530.0,21,4,938,1497.31,374.3275,90,2.1226415094339623,3,11,1
2317,15531.0,8,2,1085,1972.39,986.195,196,0.10091743119266056,2,17,1
2318,15532.0,25,6,500,1490.98,248.49666666666667,204,1.30078125,6,13,1
2319,15533.0,19,5,256,746.92,149.384,73,0.8235294117647058,6,15,1
2320,15535.0,173,7,121,426.4,60.91428571428571,55,2.5945945945945947,6,12,1
2321,15537.0,163,1,29,110.92,110.92,24,0.0,2,13,1
2322,15539.0,7,1,410,538.46,538.46,41,0.0,4,13,1
2323,15540.0,11,1,200,213.3,213.3,15,0.0,0,13,1
2324,15541.0,114,1,49,85.13000000000001,85.13000000000001,29,0.0,2,14,1
2325,15543.0,288,1,86,127.86,127.86,26,0.0,3,15,1
2326,15544.0,8,11,3105,3542.51,322.04636363636365,122,1.4,4,16,1
2327,15545.0,54,2,162,288.96999999999997,144.48499999999999,78,4.012658227848101,6,13,1
2328,15547.0,7,14,3999,4910.6,350.75714285714287,441,0.5115273775216138,6,12,1
2329,15549.0,77,4,681,1640.21,410.0525,103,2.1150442477876106,3,15,1
2330,15550.0,4,4,295,575.63,143.9075,43,4.95,3,15,1
